drug_key	atc	numerator_value	numerator_unit	denominator_value	denominator_unit	actual_unit	route	route_long	hospital_name	n	drug_names
N06AX21_GA_30_mg_mg	N06AX21	30	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg, Esbjerg, Kolding_extract, Odense_extract	25	Cymbalta, Duloxetin Hexal, Xeristar
N06AX21_GA_60_mg_mg	N06AX21	60	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg, Esbjerg, Kolding_extract, Odense_extract, Soenderborg_extract	51	Cymbalta, Duloxetin Hexal, Xeristar
N06BA04_GA_5.0_mg_mg	N06BA04	5	mg	NA	NA	mg	GA	gastrointestinal = peroral	Rigshospital_almen	7	Medikinet, Motiron, Ritalin
N06BA04_GA_10.0_mg_mg	N06BA04	10	mg	NA	NA	mg	GA	gastrointestinal = peroral	hvidovre, Rigshospital_almen	13	Motiron, Ritalin, Ritalin Uno
N06BC01_IV_8.0_mg_mg	N06BC01	8	mg	NA	NA	mg	IV	intravenous	Odense_extract	5	Peyona
N06BC01_IV_10.0_mg_mg	N06BC01	10	mg	NA	NA	mg	IV	intravenous	Odense_extract	7	Peyona
N06BC01_IV_5.0_mg_mg	N06BC01	5	mg	NA	NA	mg	IV	intravenous	Odense_extract	7	Peyona
N06DA02_GA_10_mg_mg	N06DA02	10	mg	NA	NA	mg	GA	gastrointestinal = peroral	Odense_extract	6	Aricept
N07AA01_IV_0.05_mg_mg/hour	N07AA01	0.05	mg	1	ml	mg/hour	IV	intravenous	herlev	7	Neostigmin SAD
N07AA01_SC_0.5_mg_mg	N07AA01	0.5	mg	NA	NA	mg	SC	subcutaneous	Soenderborg_extract	7	Neostigmin SAD
N07AA01_IV_0.1_mg_mg/hour	N07AA01	0.1	mg	1	ml	mg/hour	IV	intravenous	Esbjerg, herlev, Kolding_extract, Odense_extract, Svendborg_extract	59	Neostigmin, Neostigmin SAD
N07AA02_GA_120.0_mg_mg	N07AA02	120	mg	NA	NA	mg	GA	gastrointestinal = peroral	herlev	6	Mestinon
N07AA02_GA_120_mg_mg	N07AA02	120	mg	NA	NA	mg	GA	gastrointestinal = peroral	Odense_extract	9	Mestinon
N07AA02_GA_60_mg_mg	N07AA02	60	mg	NA	NA	mg	GA	gastrointestinal = peroral	Odense_extract	11	Mestinon
N07BA01_TD_21_mg_mg	N07BA01	21	mg	NA	NA	mg	TD	transdermal	Esbjerg	5	Nicorette Invisi, Nicotinell
N07BA01_KU_14_mg_mg	N07BA01	14	mg	NA	NA	mg	KU	cutaneous	Esbjerg	7	Nicotinell
N07BA01_TD_1.0_pcs_pcs	N07BA01	1	pcs	NA	NA	pcs	TD	transdermal	herlev	7	Nicorette, Nicorette Invisi, Nicotinell
N07BA01_KU_1_applic._applic.	N07BA01	1	applic.	NA	NA	applic.	KU	cutaneous	Esbjerg, Kolding_extract	13	Nicorette Invisi, Nicotinell
N07BA01_TD_1_applic._applic.	N07BA01	1	applic.	NA	NA	applic.	TD	transdermal	Esbjerg	15	Nicorette Invisi, Nicotinell
N07BA01_KU_21_mg_mg	N07BA01	21	mg	NA	NA	mg	KU	cutaneous	Esbjerg	19	Nicotinell
N07BA01_KU_1.0_pcs_pcs	N07BA01	1	pcs	NA	NA	pcs	KU	cutaneous	herlev, hvidovre, Rigshospital_almen	224	Nicorette, Nicorette Invisi, Nicotinell, Nicotinell Orifarm
N07BA01_KU_1_pcs_pcs	N07BA01	1	pcs	NA	NA	pcs	KU	cutaneous	bispebjerg, Esbjerg, Kolding_extract, Odense_extract, Soenderborg_extract, Svendborg_extract, Vejle_extract	1330	Nicorette, Nicorette Invisi, Nicotinell
N07BC02_GA_0.0015_mg_mg	N07BC02	0.0015	mg	NA	NA	mg	GA	gastrointestinal = peroral	Odense_extract	5	Metadon """"DAK""""
N07BC02_GA_0.55_mg_mg	N07BC02	0.55	mg	NA	NA	mg	GA	gastrointestinal = peroral	Odense_extract	5	Metadon """"DAK""""
N07BC02_GA_1.75_mg_mg	N07BC02	1.75	mg	NA	NA	mg	GA	gastrointestinal = peroral	Rigshospital_almen	5	Metadon """"DAK""""
N07BC02_GA_125.0_mg_mg	N07BC02	125	mg	NA	NA	mg	GA	gastrointestinal = peroral	Kolding_extract	5	Metadon """"DAK""""
N07BC02_GA_90.0_mg_mg	N07BC02	90	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg	5	Metadon, Metadon """"DAK""""
N07BC02_IV_1.25_mg_mg	N07BC02	1.25	mg	NA	NA	mg	IV	intravenous	Rigshospital_almen	5	Metadon """"DAK""""
N07BC02_IV_60.0_mg_mg	N07BC02	60	mg	NA	NA	mg	IV	intravenous	Esbjerg	5	Metadon """"DAK""""
N07BC02_SC_20.0_mg_mg	N07BC02	20	mg	NA	NA	mg	SC	subcutaneous	bispebjerg	5	Metadon """"DAK""""
N07BC02_SC_30.0_mg_mg	N07BC02	30	mg	NA	NA	mg	SC	subcutaneous	bispebjerg	5	Metadon """"DAK""""
N07BC02_SC_40.0_mg_mg	N07BC02	40	mg	NA	NA	mg	SC	subcutaneous	bispebjerg	5	Metadon """"DAK""""
N07BC02_SC_50.0_mg_mg	N07BC02	50	mg	NA	NA	mg	SC	subcutaneous	bispebjerg	5	Metadon """"DAK""""
N07BC02_GA_20.0_ml_ml	N07BC02	20	ml	NA	NA	ml	GA	gastrointestinal = peroral	Rigshospital_almen	6	Metadon """"DAK""""
N07BC02_GA_25.0_ml_ml	N07BC02	25	ml	NA	NA	ml	GA	gastrointestinal = peroral	Rigshospital_almen	6	Metadon """"DAK""""
N07BC02_GA_5.5_mg_mg	N07BC02	5.5	mg	NA	NA	mg	GA	gastrointestinal = peroral	Odense_extract	6	Metadon """"DAK""""
N07BC02_GA_55.0_mg_mg	N07BC02	55	mg	NA	NA	mg	GA	gastrointestinal = peroral	Vejle_extract	6	Metadon """"DAK""""
N07BC02_GA_70.0_mg_mg	N07BC02	70	mg	NA	NA	mg	GA	gastrointestinal = peroral	Odense_extract	6	Metadon """"DAK""""
N07BC02_IV_40.0_mg_mg	N07BC02	40	mg	NA	NA	mg	IV	intravenous	Rigshospital_almen	6	Metadon """"DAK""""
N07BC02_GA_0.45_mg_mg	N07BC02	0.45	mg	NA	NA	mg	GA	gastrointestinal = peroral	Odense_extract	7	Metadon """"DAK""""
N07BC02_GA_240.0_mg_mg	N07BC02	240	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg	7	Metadon """"DAK""""
N07BC02_GA_3.2_mg_mg	N07BC02	3.2	mg	NA	NA	mg	GA	gastrointestinal = peroral	Odense_extract	7	Metadon """"DAK""""
N07BC02_GA_4.5_mg_mg	N07BC02	4.5	mg	NA	NA	mg	GA	gastrointestinal = peroral	Odense_extract	7	Metadon """"DAK""""
N07BC02_IV_4.0_mg_mg	N07BC02	4	mg	NA	NA	mg	IV	intravenous	Odense_extract	7	Metadon """"DAK""""
N07BC02_GA_45.0_mg_mg	N07BC02	45	mg	NA	NA	mg	GA	gastrointestinal = peroral	Esbjerg	9	Metadon """"DAK""""
N07BC02_GA_110.0_mg_mg	N07BC02	110	mg	NA	NA	mg	GA	gastrointestinal = peroral	Kolding_extract, Odense_extract	10	Metadon """"DAK""""
N07BC02_GA_0.1_mg_mg	N07BC02	0.1	mg	NA	NA	mg	GA	gastrointestinal = peroral	Rigshospital_almen	11	Metadon """"DAK""""
N07BC02_GA_0.2_mg_mg	N07BC02	0.2	mg	NA	NA	mg	GA	gastrointestinal = peroral	Rigshospital_almen	12	Metadon """"DAK""""
N07BC02_GA_2.7_mg_mg	N07BC02	2.7	mg	NA	NA	mg	GA	gastrointestinal = peroral	Odense_extract	12	Metadon """"DAK""""
N07BC02_GA_2.8_mg_mg	N07BC02	2.8	mg	NA	NA	mg	GA	gastrointestinal = peroral	Odense_extract	12	Metadon """"DAK""""
N07BC02_IV_1.5_mg_mg	N07BC02	1.5	mg	NA	NA	mg	IV	intravenous	Esbjerg, Odense_extract	12	Metadon """"DAK""""
N07BC02_IV_30.0_mg_mg	N07BC02	30	mg	NA	NA	mg	IV	intravenous	Odense_extract, Rigshospital_almen	12	Metadon """"DAK"""", Metadon """"Skanderborg""""
N07BC02_GA_10.0_ml_ml	N07BC02	10	ml	NA	NA	ml	GA	gastrointestinal = peroral	hvidovre	13	Metadon """"DAK""""
N07BC02_GA_11.0_ml_ml	N07BC02	11	ml	NA	NA	ml	GA	gastrointestinal = peroral	hvidovre	13	Metadon """"DAK""""
N07BC02_GA_12.0_ml_ml	N07BC02	12	ml	NA	NA	ml	GA	gastrointestinal = peroral	hvidovre	13	Metadon """"DAK""""
N07BC02_GA_14.0_ml_ml	N07BC02	14	ml	NA	NA	ml	GA	gastrointestinal = peroral	hvidovre	13	Metadon """"DAK""""
N07BC02_GA_2.75_mg_mg	N07BC02	2.75	mg	NA	NA	mg	GA	gastrointestinal = peroral	Odense_extract	13	Metadon """"DAK""""
N07BC02_GA_7.0_ml_ml	N07BC02	7	ml	NA	NA	ml	GA	gastrointestinal = peroral	hvidovre	13	Metadon """"DAK""""
N07BC02_GA_8.0_ml_ml	N07BC02	8	ml	NA	NA	ml	GA	gastrointestinal = peroral	hvidovre	13	Metadon """"DAK""""
N07BC02_GA_16.0_mg_mg	N07BC02	16	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg, Rigshospital_almen	14	Metadon """"DAK""""
N07BC02_GA_0.7_mg_mg	N07BC02	0.7	mg	NA	NA	mg	GA	gastrointestinal = peroral	Odense_extract, Rigshospital_almen	15	Metadon """"DAK""""
N07BC02_GA_1.9_mg_mg	N07BC02	1.9	mg	NA	NA	mg	GA	gastrointestinal = peroral	Odense_extract	16	Metadon """"DAK""""
N07BC02_GA_2.1_mg_mg	N07BC02	2.1	mg	NA	NA	mg	GA	gastrointestinal = peroral	Odense_extract	16	Metadon """"DAK""""
N07BC02_GA_2.3_mg_mg	N07BC02	2.3	mg	NA	NA	mg	GA	gastrointestinal = peroral	Odense_extract	16	Metadon """"DAK""""
N07BC02_GA_1.1_mg_mg	N07BC02	1.1	mg	NA	NA	mg	GA	gastrointestinal = peroral	Odense_extract	17	Metadon """"DAK""""
N07BC02_GA_1.3_mg_mg	N07BC02	1.3	mg	NA	NA	mg	GA	gastrointestinal = peroral	Odense_extract	17	Metadon """"DAK""""
N07BC02_GA_11.0_mg_mg	N07BC02	11	mg	NA	NA	mg	GA	gastrointestinal = peroral	Odense_extract	17	Metadon """"DAK""""
N07BC02_GA_21.0_mg_mg	N07BC02	21	mg	NA	NA	mg	GA	gastrointestinal = peroral	Rigshospital_almen	17	Metadon SAD
N07BC02_GA_75.0_mg_mg	N07BC02	75	mg	NA	NA	mg	GA	gastrointestinal = peroral	Esbjerg, Svendborg_extract	17	Metadon """"DAK""""
N07BC02_IV_3.0_mg_mg	N07BC02	3	mg	NA	NA	mg	IV	intravenous	Odense_extract, Rigshospital_almen	17	Metadon """"DAK"""", Metadon Skanderborg
N07BC02_GA_13.0_mg_mg	N07BC02	13	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg, Rigshospital_almen	19	Metadon """"DAK""""
N07BC02_GA_15.0_ml_ml	N07BC02	15	ml	NA	NA	ml	GA	gastrointestinal = peroral	hvidovre, Rigshospital_almen	19	Metadon """"DAK""""
N07BC02_GA_24.0_mg_mg	N07BC02	24	mg	NA	NA	mg	GA	gastrointestinal = peroral	Rigshospital_almen	19	Metadon """"DAK"""", Metadon SAD
N07BC02_GA_1.7_mg_mg	N07BC02	1.7	mg	NA	NA	mg	GA	gastrointestinal = peroral	Odense_extract	20	Metadon """"DAK""""
N07BC02_GA_17.5_mg_mg	N07BC02	17.5	mg	NA	NA	mg	GA	gastrointestinal = peroral	Esbjerg	21	Metadon """"DAK""""
N07BC02_GA_6.5_mg_mg	N07BC02	6.5	mg	NA	NA	mg	GA	gastrointestinal = peroral	Odense_extract, Rigshospital_almen	21	Metadon """"DAK""""
N07BC02_GA_120.0_mg_mg	N07BC02	120	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg, Kolding_extract, Rigshospital_almen	22	Metadon """"DAK""""
N07BC02_GA_18.0_mg_mg	N07BC02	18	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg, Odense_extract	22	Metadon """"DAK""""
N07BC02_GA_22.0_mg_mg	N07BC02	22	mg	NA	NA	mg	GA	gastrointestinal = peroral	Odense_extract, Rigshospital_almen	23	Metadon """"DAK"""", Metadon SAD
N07BC02_GA_23.0_mg_mg	N07BC02	23	mg	NA	NA	mg	GA	gastrointestinal = peroral	Odense_extract, Rigshospital_almen	23	Metadon """"DAK"""", Metadon SAD
N07BC02_GA_3.5_mg_mg	N07BC02	3.5	mg	NA	NA	mg	GA	gastrointestinal = peroral	Esbjerg, Odense_extract, Rigshospital_almen	23	Metadon """"DAK""""
N07BC02_GA_1.2_mg_mg	N07BC02	1.2	mg	NA	NA	mg	GA	gastrointestinal = peroral	Odense_extract, Rigshospital_almen	25	Metadon """"DAK""""
N07BC02_GA_1.8_mg_mg	N07BC02	1.8	mg	NA	NA	mg	GA	gastrointestinal = peroral	Odense_extract	26	Metadon """"DAK""""
N07BC02_IV_2.0_mg_mg	N07BC02	2	mg	NA	NA	mg	IV	intravenous	Esbjerg, Odense_extract, Rigshospital_almen	26	Metadon """"DAK"""", Metadon """"Skanderborg""""
N07BC02_IV_1.0_mg_mg	N07BC02	1	mg	NA	NA	mg	IV	intravenous	Esbjerg, Odense_extract, Rigshospital_almen	29	Metadon """"DAK"""", Metadon """"Skanderborg"""", Metadon Skanderborg
N07BC02_GA_1.25_mg_mg	N07BC02	1.25	mg	NA	NA	mg	GA	gastrointestinal = peroral	Esbjerg, Odense_extract, Rigshospital_almen	30	Metadon """"DAK"""", Metadon SAD
N07BC02_GA_17.0_mg_mg	N07BC02	17	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg, Odense_extract, Rigshospital_almen	31	Metadon """"DAK""""
N07BC02_IV_15.0_mg_mg	N07BC02	15	mg	NA	NA	mg	IV	intravenous	Odense_extract, Rigshospital_almen	34	Metadon """"DAK"""", Metadon """"Skanderborg""""
N07BC02_GA_9.0_mg_mg	N07BC02	9	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg, Odense_extract	36	Metadon """"DAK""""
N07BC02_GA_0.9_mg_mg	N07BC02	0.9	mg	NA	NA	mg	GA	gastrointestinal = peroral	Odense_extract	40	Metadon """"DAK""""
N07BC02_GA_0.6_mg_mg	N07BC02	0.6	mg	NA	NA	mg	GA	gastrointestinal = peroral	Odense_extract, Rigshospital_almen	41	Metadon """"DAK""""
N07BC02_GA_12.5_mg_mg	N07BC02	12.5	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg, Esbjerg, Rigshospital_almen	41	Metadon, Metadon """"DAK"""", Metadon SAD
N07BC02_GA_100.0_mg_mg	N07BC02	100	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg, Esbjerg, herlev, Rigshospital_almen	42	Metadon, Metadon """"DAK"""", Methadon """"Alternova""""
N07BC02_GA_80.0_mg_mg	N07BC02	80	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg, hvidovre, Kolding_extract, Rigshospital_almen	46	Metadon, Metadon """"DAK"""", Metadon SAD
N07BC02_IV_20.0_mg_mg	N07BC02	20	mg	NA	NA	mg	IV	intravenous	Esbjerg, Odense_extract, Rigshospital_almen	52	Metadon """"DAK"""", Metadon """"Skanderborg""""
N07BC02_GA_0.8_mg_mg	N07BC02	0.8	mg	NA	NA	mg	GA	gastrointestinal = peroral	Odense_extract, Rigshospital_almen	53	Metadon """"DAK"""", Metadon SAD
N07BC02_GA_0.5_mg_mg	N07BC02	0.5	mg	NA	NA	mg	GA	gastrointestinal = peroral	Odense_extract, Rigshospital_almen	66	Metadon """"DAK""""
N07BC02_GA_35.0_mg_mg	N07BC02	35	mg	NA	NA	mg	GA	gastrointestinal = peroral	Esbjerg, Odense_extract, Rigshospital_almen, Vejle_extract	67	Metadon, Metadon """"DAK""""
N07BC02_GA_7.0_mg_mg	N07BC02	7	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg, Odense_extract, Rigshospital_almen	73	Metadon, Metadon """"DAK""""
N07BC02_GA_6.0_mg_mg	N07BC02	6	mg	NA	NA	mg	GA	gastrointestinal = peroral	hvidovre, Odense_extract, Rigshospital_almen	102	Metadon """"DAK""""
N07BC02_GA_1.5_mg_mg	N07BC02	1.5	mg	NA	NA	mg	GA	gastrointestinal = peroral	Odense_extract, Rigshospital_almen	105	Metadon """"DAK"""", Metadon SAD
N07BC02_GA_8.0_mg_mg	N07BC02	8	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg, hvidovre, Odense_extract, Rigshospital_almen	120	Metadon, Metadon """"DAK"""", Metadon SAD
N07BC02_GA_12.0_mg_mg	N07BC02	12	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg, Odense_extract, Rigshospital_almen	122	Metadon, Metadon """"DAK"""", Metadon SAD
N07BC02_IV_7.5_mg_mg	N07BC02	7.5	mg	NA	NA	mg	IV	intravenous	Esbjerg, Rigshospital_almen	122	Metadon """"DAK"""", Metadon """"Skanderborg""""
N07BC02_GA_60.0_mg_mg	N07BC02	60	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg, Esbjerg, hvidovre, Odense_extract, Rigshospital_almen, Vejle_extract	125	Metadon, Metadon """"DAK"""", Metadon SAD
N07BC02_GA_50.0_mg_mg	N07BC02	50	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg, Esbjerg, herlev, hvidovre, Kolding_extract, Odense_extract, Rigshospital_almen, Svendborg_extract, Vejle_extract	180	Metadon, Metadon """"DAK"""", Metadon """"Skanderborg"""", Metadon SAD
N07BC02_IV_2.5_mg_mg	N07BC02	2.5	mg	NA	NA	mg	IV	intravenous	Esbjerg, Odense_extract, Rigshospital_almen	197	Metadon """"DAK""""
N07BC02_IV_10.0_mg_mg	N07BC02	10	mg	NA	NA	mg	IV	intravenous	Esbjerg, Odense_extract, Rigshospital_almen, Svendborg_extract	198	Metadon """"DAK"""", Metadon """"Skanderborg"""", Metadon Skanderborg
N07BC02_GA_1.0_mg_mg	N07BC02	1	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg, Esbjerg, Odense_extract, Rigshospital_almen, Soenderborg_extract, Svendborg_extract	224	Metadon """"DAK"""", Metadon """"Skanderborg"""", Metadon SAD
N07BC02_GA_4.0_mg_mg	N07BC02	4	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg, Esbjerg, hvidovre, Kolding_extract, Odense_extract, Rigshospital_almen	224	Metadon """"DAK"""", Metadon DnE, Metadon SAD
N07BC02_GA_3.0_mg_mg	N07BC02	3	mg	NA	NA	mg	GA	gastrointestinal = peroral	Esbjerg, herlev, hvidovre, Odense_extract, Rigshospital_almen	227	Metadon """"DAK"""", Metadon SAD
N07BC02_GA_2.0_mg_mg	N07BC02	2	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg, Esbjerg, Odense_extract, Rigshospital_almen, Svendborg_extract	275	Metadon, Metadon """"DAK"""", Metadon """"Skanderborg"""", Metadon SAD
N07BC02_GA_25.0_mg_mg	N07BC02	25	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg, Esbjerg, herlev, hvidovre, Kolding_extract, Odense_extract, Rigshospital_almen, Svendborg_extract, Vejle_extract	281	Metadon, Metadon """"DAK"""", Metadon """"Skanderborg"""", Metadon SAD
N07BC02_IV_5.0_mg_mg	N07BC02	5	mg	NA	NA	mg	IV	intravenous	Esbjerg, Kolding_extract, Odense_extract, Rigshospital_almen	306	Metadon """"DAK"""", Metadon """"Skanderborg""""
N07BC02_GA_40.0_mg_mg	N07BC02	40	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg, Esbjerg, herlev, hvidovre, Kolding_extract, Odense_extract, Rigshospital_almen, Svendborg_extract, Vejle_extract	322	Metadon, Metadon """"DAK"""", Metadon SAD
N07BC02_GA_30.0_mg_mg	N07BC02	30	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg, Esbjerg, herlev, hvidovre, Kolding_extract, Odense_extract, Rigshospital_almen, Svendborg_extract, Vejle_extract	325	Metadon, Metadon """"DAK"""", Metadon """"Skanderborg"""", Metadon SAD, Methadon """"Alternova""""
N07BC02_GA_7.5_mg_mg	N07BC02	7.5	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg, Esbjerg, Odense_extract, Rigshospital_almen, Svendborg_extract	325	Metadon """"DAK"""", Metadon DnE, Metadon SAD
N07BC02_GA_15.0_mg_mg	N07BC02	15	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg, Esbjerg, herlev, hvidovre, Kolding_extract, Odense_extract, Rigshospital_almen	455	Metadon, Metadon """"DAK"""", Metadon """"Skanderborg"""", Metadon SAD
N07BC02_GA_20.0_mg_mg	N07BC02	20	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg, Esbjerg, herlev, hvidovre, Kolding_extract, Odense_extract, Rigshospital_almen, Svendborg_extract, Vejle_extract	660	Metadon, Metadon """"DAK"""", Metadon """"Evolan"""", Metadon SAD, Methadon """"Alternova""""
N07BC02_GA_2.5_mg_mg	N07BC02	2.5	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg, Esbjerg, herlev, hvidovre, Kolding_extract, Odense_extract, Rigshospital_almen, Soenderborg_extract, Svendborg_extract	770	Metadon, Metadon """"DAK"""", Metadon DAK, Metadon SAD
N07BC02_GA_10.0_mg_mg	N07BC02	10	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg, Esbjerg, herlev, hvidovre, Kolding_extract, Odense_extract, Rigshospital_almen, Svendborg_extract, Vejle_extract	948	Metadon, Metadon """"DAK"""", Metadon DAK, Metadon DnE, Metadon SAD
N07BC02_GA_5.0_mg_mg	N07BC02	5	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg, Esbjerg, herlev, hvidovre, Kolding_extract, Odense_extract, Rigshospital_almen, Soenderborg_extract, Svendborg_extract, Vejle_extract	1153	Metadon, Metadon """"DAK"""", Metadon """"Evolan"""", Metadon DnE, Metadon SAD
N07XX02_GA_50_mg_mg	N07XX02	50	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg, Esbjerg, Kolding_extract, Soenderborg_extract, Vejle_extract	56	Rilutek, Riluzol """"2care4""""
N07XX04_GA_2000.0_mg_mg	N07XX04	2000	mg	NA	NA	mg	GA	gastrointestinal = peroral	Rigshospital_almen	5	Xyrem
N07XX04_GA_9.0_ml_ml	N07XX04	9	ml	NA	NA	ml	GA	gastrointestinal = peroral	bispebjerg	5	Xyrem
N07XX04_GA_2.0_g_g	N07XX04	2	g	NA	NA	g	GA	gastrointestinal = peroral	bispebjerg	6	Xyrem
N07XX04_GA_3.0_g_g	N07XX04	3	g	NA	NA	g	GA	gastrointestinal = peroral	bispebjerg	6	Xyrem
N07XX04_GA_4.0_g_g	N07XX04	4	g	NA	NA	g	GA	gastrointestinal = peroral	bispebjerg	6	Xyrem
N07XX04_GA_4.5_g_g	N07XX04	4.5	g	NA	NA	g	GA	gastrointestinal = peroral	bispebjerg	6	Xyrem
N07XX04_GA_2.6_ml_ml	N07XX04	2.6	ml	NA	NA	ml	GA	gastrointestinal = peroral	bispebjerg	7	Xyrem
N07XX04_GA_3.2_ml_ml	N07XX04	3.2	ml	NA	NA	ml	GA	gastrointestinal = peroral	bispebjerg	7	Xyrem
N07XX04_GA_1.0_ml_ml	N07XX04	1	ml	NA	NA	ml	GA	gastrointestinal = peroral	bispebjerg	12	Xyrem
N07XX04_GA_2.0_ml_ml	N07XX04	2	ml	NA	NA	ml	GA	gastrointestinal = peroral	bispebjerg	12	Xyrem
N07XX04_GA_2.5_ml_ml	N07XX04	2.5	ml	NA	NA	ml	GA	gastrointestinal = peroral	bispebjerg	21	Xyrem
N07XX04_GA_5.5_ml_ml	N07XX04	5.5	ml	NA	NA	ml	GA	gastrointestinal = peroral	bispebjerg	21	Xyrem
N07XX04_GA_15.0_ml_ml	N07XX04	15	ml	NA	NA	ml	GA	gastrointestinal = peroral	bispebjerg	41	Xyrem
N07XX04_GA_7.5_ml_ml	N07XX04	7.5	ml	NA	NA	ml	GA	gastrointestinal = peroral	bispebjerg	41	Xyrem
N07XX04_GA_3.0_ml_ml	N07XX04	3	ml	NA	NA	ml	GA	gastrointestinal = peroral	bispebjerg	59	Xyrem
N07XX04_GA_4.0_ml_ml	N07XX04	4	ml	NA	NA	ml	GA	gastrointestinal = peroral	bispebjerg	65	Xyrem
N07XX04_GA_10.0_ml_ml	N07XX04	10	ml	NA	NA	ml	GA	gastrointestinal = peroral	bispebjerg	66	Xyrem
N07XX04_GA_7.0_ml_ml	N07XX04	7	ml	NA	NA	ml	GA	gastrointestinal = peroral	bispebjerg	87	Xyrem
N07XX04_GA_8.0_ml_ml	N07XX04	8	ml	NA	NA	ml	GA	gastrointestinal = peroral	bispebjerg	89	Xyrem
N07XX04_GA_5.0_ml_ml	N07XX04	5	ml	NA	NA	ml	GA	gastrointestinal = peroral	bispebjerg	103	Xyrem
N07XX04_GA_6.0_ml_ml	N07XX04	6	ml	NA	NA	ml	GA	gastrointestinal = peroral	bispebjerg	132	Xyrem
N07XX06_GA_25.0_mg_mg	N07XX06	25	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg	5	Nitoman
N07XX06_GA_12.5_mg_mg	N07XX06	12.5	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg	9	Nitoman
P01AB01_GA_500_mg_mg	P01AB01	500	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg, Kolding_extract, Odense_extract	31	Flagyl, Metronidazol """"Actavis"""", Metronidazol """"DAK""""
P01AB01_GA_500.0_mg_mg	P01AB01	500	mg	NA	NA	mg	GA	gastrointestinal = peroral	herlev, hvidovre, Rigshospital_almen	97	Metronidazol """"Actavis"""", Metronidazol """"DAK""""
P01B_GA_15.0_mg_mg	P01B	15	mg	NA	NA	mg	GA	gastrointestinal = peroral	Rigshospital_almen	8	Primaquine phosphate
P01BA02_GA_200.0_mg_mg	P01BA02	200	mg	NA	NA	mg	GA	gastrointestinal = peroral	Rigshospital_almen	6	Plaquenil
P01BC01_GA_200_mg_mg	P01BC01	200	mg	NA	NA	mg	GA	gastrointestinal = peroral	Esbjerg	6	Kinin """"DAK"""", Kinin Copyfarm, Kinin DAK
P01BC01_GA_100.0_mg_mg	P01BC01	100	mg	NA	NA	mg	GA	gastrointestinal = peroral	Rigshospital_almen	10	Kinin """"DAK"""", Kinin SAD
P01BC01_GA_100_mg_mg	P01BC01	100	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg, Esbjerg, Kolding_extract, Odense_extract, Soenderborg_extract, Vejle_extract	73	Kinin """"Copyfarm"""", Kinin """"DAK"""", Kinin Copyfarm, Kinin DAK, Kinin SAD
R03AC02_IH_4.0_mg_mg	R03AC02	4	mg	NA	NA	mg	IH	inhalation	Vejle_extract	5	Ventoline
R03AC02_IH_1.25_mg_mg	R03AC02	1.25	mg	NA	NA	mg	IH	inhalation	Rigshospital_almen	7	Salbutamol """"TEVA"""", Ventoline
R03AC02_IH_1.0_mg_mg	R03AC02	1	mg	NA	NA	mg	IH	inhalation	Rigshospital_almen, Soenderborg_extract	10	Salbutamol """"TEVA"""", Ventoline
R03AC02_IH_5.0_mg_mg	R03AC02	5	mg	NA	NA	mg	IH	inhalation	Esbjerg, Odense_extract, Soenderborg_extract	71	Ventoline
